Crop,Irrigation,N,P,K,pH,Notes
Sugarcane,Sprinkler Irrigation,195.6,55.5,139.7,6.12,High N and K demand; apply in multiple splits.
Sugarcane,Micro Irrigation,153.5,110.3,141.5,6.17,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,103.3,69.8,135.0,7.48,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,154.5,88.1,146.8,6.74,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,168.2,59.4,97.8,6.47,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,196.4,58.8,193.1,7.24,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,102.6,64.1,117.0,6.57,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,141.7,106.7,179.1,6.79,High N and K demand; apply in multiple splits.
Sugarcane,Micro Irrigation,104.2,100.9,87.5,6.19,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,132.0,109.6,191.8,6.85,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,160.5,91.4,198.4,7.05,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,198.8,111.4,197.8,6.3,High N and K demand; apply in multiple splits.
Sugarcane,Furrow Irrigation,135.9,92.3,151.5,6.06,High N and K demand; apply in multiple splits.
Sugarcane,Lateral Move Irrigation,135.1,61.8,110.1,6.59,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,126.1,98.2,81.6,7.29,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,181.0,100.4,159.1,7.49,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,162.3,72.4,129.6,7.36,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,149.2,87.9,195.7,6.38,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,180.1,63.7,138.5,7.3,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,152.6,94.3,101.0,6.56,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,132.4,107.4,137.6,7.05,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,128.9,77.9,137.9,6.11,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,159.0,54.4,171.0,7.32,High N and K demand; apply in multiple splits.
Sugarcane,Lateral Move Irrigation,154.5,88.0,103.0,6.58,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,125.9,85.7,193.7,6.49,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,169.6,108.2,173.7,7.48,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,172.6,76.8,194.4,6.79,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,156.3,70.3,92.9,7.41,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,115.6,77.1,114.1,7.37,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,199.3,105.9,96.6,7.3,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,188.5,81.8,190.2,6.38,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,166.3,78.6,97.5,7.37,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,132.0,66.0,95.1,6.87,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,193.2,54.0,98.9,6.18,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,196.2,67.6,176.8,7.0,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,115.2,104.4,190.9,7.44,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,154.1,53.9,137.6,6.83,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,104.2,68.2,120.0,7.28,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,159.4,111.6,184.1,7.49,High N and K demand; apply in multiple splits.
Sugarcane,Rotary Irrigation,198.6,114.6,194.8,6.66,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,171.9,79.6,173.2,7.12,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,186.3,91.7,160.6,6.5,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,187.8,72.1,140.9,6.24,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,183.4,73.3,176.4,6.24,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,144.3,99.4,95.9,7.5,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,165.5,93.1,130.0,7.43,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,155.8,96.9,118.5,6.1,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,188.8,105.0,87.0,6.69,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,122.6,62.8,197.9,6.49,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,137.9,60.8,129.5,7.01,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,187.2,113.0,147.2,6.96,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,139.4,88.2,103.0,6.78,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,154.4,73.2,104.0,7.23,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,196.8,72.2,81.3,7.32,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,196.7,91.6,85.3,6.19,High N and K demand; apply in multiple splits.
Sugarcane,Lateral Move Irrigation,189.0,119.3,191.4,7.24,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,116.6,65.8,174.3,7.09,High N and K demand; apply in multiple splits.
Sugarcane,Furrow Irrigation,157.8,67.0,158.4,6.57,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,121.7,62.8,116.4,6.23,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,138.0,84.1,128.0,6.34,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,136.4,85.1,152.4,6.64,High N and K demand; apply in multiple splits.
Sunflower,Rotary Irrigation,52.4,70.0,75.6,6.81,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,69.6,51.2,30.4,6.93,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,71.2,64.9,70.5,6.43,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,54.3,49.3,37.5,7.29,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,85.9,57.4,43.1,6.78,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,77.2,38.2,45.5,6.76,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,57.1,68.6,37.1,7.36,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,92.2,65.7,69.3,7.37,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,70.6,31.6,79.8,6.16,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Surface Irrigation,68.2,40.0,66.6,7.35,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,62.8,30.7,57.8,6.06,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,74.4,53.2,72.2,6.9,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,82.5,38.4,47.2,6.47,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,49.6,66.5,75.2,7.29,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,85.4,63.5,42.7,7.14,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,77.1,53.3,72.9,7.09,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,99.9,43.9,54.1,6.7,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,72.5,50.7,46.5,6.03,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,94.1,54.3,56.2,6.85,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,40.7,65.2,63.7,6.43,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,70.7,56.7,39.3,6.95,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,86.2,40.9,47.7,7.3,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,79.0,47.4,53.0,6.44,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Drip Irrigation,43.8,38.7,30.3,6.61,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,92.7,59.0,56.4,6.55,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,78.0,65.2,34.3,6.11,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,71.3,55.3,52.3,6.63,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,94.3,30.9,30.4,7.21,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,53.0,37.6,40.6,6.88,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,99.8,51.2,42.9,6.31,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,71.5,39.3,66.8,6.64,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,93.2,50.1,66.7,6.74,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,45.9,37.6,41.5,6.24,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,72.4,39.5,75.1,6.62,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,62.7,58.2,44.2,7.12,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,91.3,42.8,65.3,7.36,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,75.1,46.4,57.4,6.77,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,72.8,61.6,40.5,6.09,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,86.3,64.6,65.8,6.95,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,86.7,69.0,59.4,6.64,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,53.7,68.4,47.6,7.02,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,48.9,39.5,64.6,7.44,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,50.3,50.0,68.0,6.13,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,96.4,34.4,78.0,6.84,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,64.5,32.9,49.0,7.21,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Drip Irrigation,57.2,69.9,73.0,6.05,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,63.1,52.9,40.2,6.23,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,74.4,50.4,65.6,7.18,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,95.4,51.6,40.0,6.74,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,47.2,31.1,78.5,6.92,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,55.5,53.7,56.5,6.21,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,53.5,46.6,52.7,6.71,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,71.1,62.3,71.4,7.05,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,69.6,33.3,37.7,7.19,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,70.2,49.4,61.7,6.27,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Surface Irrigation,89.0,56.2,71.0,6.96,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Surface Irrigation,95.3,55.7,71.6,6.6,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,93.7,47.8,51.3,6.28,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,70.2,32.5,39.0,6.75,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,82.2,47.8,62.8,6.51,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,69.7,41.1,32.1,6.79,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,95.2,33.4,49.5,7.24,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,56.0,58.6,41.1,6.32,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,98.1,58.0,47.0,6.86,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,57.1,56.1,41.5,7.08,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,40.1,36.0,49.2,6.02,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,60.4,65.0,55.9,6.9,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,51.1,30.6,60.6,6.36,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,95.5,39.8,40.3,6.05,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Sprinkler Irrigation,51.2,40.1,72.1,6.82,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,69.4,59.0,33.7,7.25,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,59.3,60.2,33.3,7.1,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Drip Irrigation,87.8,52.8,60.5,7.25,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,43.9,57.0,69.0,6.68,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,91.1,42.0,51.2,6.17,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Surface Irrigation,75.4,51.1,70.8,6.15,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,74.7,63.5,56.6,6.98,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,79.1,39.2,75.8,6.82,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,76.3,41.3,34.6,7.24,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,63.5,40.5,56.9,7.42,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,95.8,46.6,55.2,6.71,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,70.8,36.4,78.9,6.52,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,87.9,32.0,62.8,6.54,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Lateral Move Irrigation,90.7,55.9,59.8,7.12,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,68.1,41.7,46.5,7.37,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,90.3,57.9,72.8,6.48,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Center-pivot Irrigation,41.7,58.8,57.6,6.63,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,75.3,42.6,57.8,7.0,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,65.4,47.4,48.5,6.33,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Rotary Irrigation,44.3,52.9,61.9,7.26,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Flood Irrigation,57.9,41.3,75.6,7.23,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Drip Irrigation,56.1,55.3,45.6,6.0,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Furrow Irrigation,66.8,69.6,62.8,6.57,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Subsurface Textile Irrigation,77.0,36.4,79.2,6.9,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Drip Irrigation,90.9,44.1,52.1,6.79,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,82.0,39.0,65.4,6.99,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Micro Irrigation,79.5,48.8,69.5,7.37,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
Sunflower,Drip Irrigation,41.8,35.0,64.8,6.03,Fertilizer plan for Sunflower; adjust based on soil test and crop stage.
